Code,Name,Zip,Address,Tel
01370,今金町,049-4393,北海道瀬棚郡今金町字今金48-1,0137-82-0111
01371,せたな町,049-4592,北海道久遠郡せたな町北檜山区徳島63-1,0137-84-5111
01391,島牧村,048-0621,北海道島牧郡島牧村字泊83-1,0136-75-6211
01392,寿都町,048-0406,北海道寿都郡寿都町字渡島町140-1,0136-62-2511
01393,黒松内町,048-0192,北海道寿都郡黒松内町字黒松内302-1,0136-72-3311
01394,蘭越町,048-1392,北海道磯谷郡蘭越町蘭越町258-5,0136-57-5111
01395,ニセコ町,048-1595,北海道虻田郡ニセコ町字富士見55番地,0136-44-2121
01396,真狩村,048-1631,北海道虻田郡真狩村字真狩118,0136-45-2121
01397,留寿都村,048-1731,北海道虻田郡留寿都村字留寿都175,0136-46-3131
01398,喜茂別町,044-0292,北海道虻田郡喜茂別町字喜茂別123,0136-33-2211
01399,京極町,044-0101,北海道虻田郡京極町字京極527,0136-42-2111
01400,倶知安町,044-0001,北海道虻田郡倶知安町北1条東3-3,0136-22-1121
01401,共和町,048-2292,北海道岩内郡共和町南幌似38-2,0135-73-2011
01402,岩内町,045-8555,北海道岩内郡岩内町字高台134-1,0135-62-1011
01403,泊村,045-0202,北海道古宇郡泊村大字茅沼村字臼別191-7,0135-75-2021
01404,神恵内村,045-0301,北海道古宇郡神恵内村大字神恵内村81番地20,0135-76-5011
01405,積丹町,046-0292,北海道積丹郡積丹町大字美国町字船澗48,0135-44-2111
01406,古平町,046-0192,北海道古平郡古平町大字浜町50番地,0135-48-9836
01407,仁木町,048-2492,北海道余市郡仁木町西町1-36-1,0135-32-2511
01408,余市町,046-8546,北海道余市郡余市町朝日町26,0135-21-2111
01409,赤井川村,046-0592,北海道余市郡赤井川村字赤井川74-2,0135-34-6211
01423,南幌町,069-0292,北海道空知郡南幌町栄町3-2-1,011-378-2121
01424,奈井江町,079-0392,北海道空知郡奈井江町字奈井江11,0125-65-2111
01425,上砂川町,073-0292,北海道空知郡上砂川町字上砂川町40-10,0125-62-2011
01427,由仁町,069-1292,北海道夕張郡由仁町新光200,0123-83-2111
01428,長沼町,069-1392,北海道夕張郡長沼町中央北1-1-1,0123-88-2111
01429,栗山町,069-1512,北海道夕張郡栗山町松風3-252,0123-72-1111
01430,月形町,061-0592,北海道樺戸郡月形町1219,0126-53-2321
01431,浦臼町,061-0692,北海道樺戸郡浦臼町字ウラウスナイ183-15,0125-68-2111
01432,新十津川町,073-1103,北海道樺戸郡新十津川町字中央301-1,0125-76-2131
01433,妹背牛町,079-0592,北海道雨竜郡妹背牛町字妹背牛5200,0164-32-2411
01434,秩父別町,078-2192,北海道雨竜郡秩父別町4101,0164-33-2111
01436,雨竜町,078-2692,北海道雨竜郡雨竜町字フシコウリウ104,0125-77-2211
01437,北竜町,078-2512,北海道雨竜郡北竜町字和11-1,0164-34-2111
01438,沼田町,078-2202,北海道雨竜郡沼田町南1条3-6-53,0164-35-2111
01452,鷹栖町,071-1292,北海道上川郡鷹栖町南1条3丁目5番1号,0166-87-2111
01453,東神楽町,071-1592,北海道上川郡東神楽町南1条西1丁目3-2,0166-83-2111
01454,当麻町,078-1393,北海道上川郡当麻町3条東2丁目11-1,0166-84-2111
01455,比布町,078-0392,北海道上川郡比布町北町1-2-1,0166-85-2111
01456,愛別町,078-1492,北海道上川郡愛別町字本町179,01658-6-5111
01457,上川町,078-1753,北海道上川郡上川町南町180,01658-2-1211
01458,東川町,071-1492,北海道上川郡東川町東町1-16-1,0166-82-2111
01459,美瑛町,071-0292,北海道上川郡美瑛町本町4-6-1,0166-92-1111
01460,上富良野町,071-0596,北海道空知郡上富良野町大町2-2-11,0167-45-6400
01461,中富良野町,071-0795,北海道空知郡中富良野町本町9-1,0167-44-2122
01462,南富良野町,079-2402,北海道空知郡南富良野町字幾寅867,0167-52-2112
01463,占冠村,079-2201,北海道勇払郡占冠村字中央,0167-56-2121
01464,和寒町,098-0192,北海道上川郡和寒町字西町120,0165-32-2421
01465,剣淵町,098-0392,北海道上川郡剣淵町仲町37-1,0165-34-2121
01468,下川町,098-1206,北海道上川郡下川町幸町63,01655-4-2511
01469,美深町,098-2252,北海道中川郡美深町字西町18,01656-2-1611
01470,音威子府村,098-2501,北海道中川郡音威子府村字音威子府444-1,01656-5-3311
01471,中川町,098-2892,北海道中川郡中川町字中川337,01656-7-2811
01472,幌加内町,074-0492,北海道雨竜郡幌加内町字幌加内4699,0165-35-2121
01481,増毛町,077-0292,北海道増毛郡増毛町弁天町3-61,0164-53-1111
01482,小平町,078-3392,北海道留萌郡小平町字小平町216,0164-56-2111
01483,苫前町,078-3792,北海道苫前郡苫前町字旭37-1,0164-64-2211
01484,羽幌町,078-4198,北海道苫前郡羽幌町南町1-1,0164-62-1211
01485,初山別村,078-4492,北海道苫前郡初山別村字初山別96-1,0164-67-2211
01486,遠別町,098-3543,北海道天塩郡遠別町字本町3-37,01632-7-2111
01487,天塩町,098-3398,北海道天塩郡天塩町新栄通8丁目,01632-2-1001
01511,猿払村,098-6232,北海道宗谷郡猿払村鬼志別西町172-1,01635-2-3131
01512,浜頓別町,098-5792,北海道枝幸郡浜頓別町中央南1,01634-2-2345
01513,中頓別町,098-5595,北海道枝幸郡中頓別町字中頓別172-6,01634-6-1111
01514,枝幸町,098-5892,北海道枝幸郡枝幸町本町916,0163-62-1234
01516,豊富町,098-4110,北海道天塩郡豊富町大通6丁目,0162-82-1001
01517,礼文町,097-1201,北海道礼文郡礼文町大字香深村字トンナイ558-5,0163-86-1001
01518,利尻町,097-0401,北海道利尻郡利尻町沓形字緑町14-1,0163-84-2345
01519,利尻富士町,097-0101,北海道利尻郡利尻富士町鴛泊字富士野6,0163-82-1111
01520,幌延町,098-3207,北海道天塩郡幌延町宮園町1番地1,01632-5-1111
01543,美幌町,092-8650,北海道網走郡美幌町字東2条北2-25,0152-73-1111
01544,津別町,092-0292,北海道網走郡津別町字幸町41,0152-76-2151
01545,斜里町,099-4192,北海道斜里郡斜里町本町12,0152-23-3131
01546,清里町,099-4492,北海道斜里郡清里町羽衣町13,0152-25-2131
01547,小清水町,099-3698,北海道斜里郡小清水町元町2-1-1,0152-62-2311
01549,訓子府町,099-1498,北海道常呂郡訓子府町東町398,0157-47-2111
01550,置戸町,099-1100,北海道常呂郡置戸町字置戸181,0157-52-3311
01552,佐呂間町,093-0592,北海道常呂郡佐呂間町字永代町3-1,01587-2-1211
01555,遠軽町,099-0492,北海道紋別郡遠軽町1条通北3-1-1,0158-42-4811
01559,湧別町,099-6592,北海道紋別郡湧別町上湧別屯田市街地318,01586-2-2111
01560,滝上町,099-5692,北海道紋別郡滝上町字滝ノ上市街地4条通2-1,0158-29-2111
01561,興部町,098-1692,北海道紋別郡興部町字興部710,0158-82-2131
01562,西興部村,098-1501,北海道紋別郡西興部村字西興部100,0158-87-2111
01563,雄武町,098-1792,北海道紋別郡雄武町本町,0158-84-2121
01564,大空町,099-2392,北海道網走郡大空町女満別西3条4丁目1-1,0152-74-2111
01571,豊浦町,049-5492,北海道虻田郡豊浦町字船見町10,0142-83-2121
01575,壮瞥町,052-0101,北海道有珠郡壮瞥町字滝之町287-7,0142-66-2121
01578,白老町,059-0995,北海道白老郡白老町大町1-1-1,0144-82-2121
01581,厚真町,059-1692,北海道勇払郡厚真町京町120,0145-27-2321
01584,洞爺湖町,049-5692,北海道虻田郡洞爺湖町栄町58,0142-76-2121
01585,安平町,059-1595,北海道勇払郡安平町早来大町95,0145-22-2511
01586,むかわ町,054-8660,北海道勇払郡むかわ町美幸2-88,0145-42-2411
01601,日高町,059-2192,北海道沙流郡日高町門別本町210-1,01456-2-5131
01602,平取町,055-0192,北海道沙流郡平取町本町28,01457-2-2221
01604,新冠町,059-2492,北海道新冠郡新冠町字北星町3-2,0146-47-2111
01607,浦河町,057-8511,北海道浦河郡浦河町築地1-3-1,0146-22-2311
01608,様似町,058-8501,北海道様似郡様似町大通1-21,0146-36-2111
01609,えりも町,058-0292,北海道幌泉郡えりも町字本町206,01466-2-2111
01610,新ひだか町,056-8650,北海道日高郡新ひだか町静内御幸町3丁目2-50,0146-43-2111
01631,音更町,080-0198,北海道河東郡音更町元町2,0155-42-2111
01632,士幌町,080-1200,北海道河東郡士幌町字士幌225,01564-5-2211
01633,上士幌町,080-1492,北海道河東郡上士幌町字上士幌東3線238,01564-2-2111
01634,鹿追町,081-0292,北海道河東郡鹿追町東町1-15-1,0156-66-2311
01635,新得町,081-8501,北海道上川郡新得町3条南4-26,0156-64-5111
01636,清水町,089-0192,北海道上川郡清水町南4条2-2,0156-62-2111
01637,芽室町,082-8651,北海道河西郡芽室町東2条2-14,0155-62-9720
01638,中札内村,089-1392,北海道河西郡中札内村東1条南1丁目2番地1,0155-67-2311
01639,更別村,089-1595,北海道河西郡更別村字更別南1線93,0155-52-2111
01641,大樹町,089-2195,北海道広尾郡大樹町東本通33,01558-6-2111
01642,広尾町,089-2692,北海道広尾郡広尾町西4条7-1,01558-2-2111
01643,幕別町,089-0692,北海道中川郡幕別町本町130-1,0155-54-2111
01644,池田町,083-8650,北海道中川郡池田町西1条7-11,015-572-3111
01645,豊頃町,089-5392,北海道中川郡豊頃町茂岩本町125,015-574-2211
01646,本別町,089-3392,北海道中川郡本別町北2-4-1,0156-22-2141
01647,足寄町,089-3797,北海道足寄郡足寄町北1条4-48-1,0156-25-2141
01648,陸別町,089-4311,北海道足寄郡陸別町字陸別東1条3-1,0156-27-2141
01649,浦幌町,089-5692,北海道十勝郡浦幌町字桜町15-6,015-576-2111
01661,釧路町,088-0692,北海道釧路郡釧路町別保1-1,0154-62-2111
01662,厚岸町,088-1192,北海道厚岸郡厚岸町真栄3丁目1番地,0153-52-3131
01663,浜中町,088-1592,北海道厚岸郡浜中町湯沸445番地,0153-62-2111
01664,標茶町,088-2312,北海道川上郡標茶町川上4-2,015-485-2111
01665,弟子屈町,088-3292,北海道川上郡弟子屈町中央2-3-1,015-482-2191
01667,鶴居村,085-1203,北海道阿寒郡鶴居村鶴居西1-1,0154-64-2111
01668,白糠町,088-0392,北海道白糠郡白糠町西1条南1-1-1,01547-2-2171
01691,別海町,086-0205,北海道野付郡別海町別海常盤町280,0153-75-2111
01692,中標津町,086-1197,北海道標津郡中標津町丸山2-22,0153-73-3111
01693,標津町,086-1632,北海道標津郡標津町北2条西1-1-3,0153-82-2131
01694,羅臼町,086-1892,北海道目梨郡羅臼町栄町100-83,0153-87-2111
02201,青森市,030-8555,青森県青森市中央1-22-5,017-734-1111
02202,弘前市,036-8551,青森県弘前市大字上白銀町1-1,0172-35-1111
02203,八戸市,031-8686,青森県八戸市内丸1-1-1,0178-43-2111
02204,黒石市,036-0396,青森県黒石市大字市ノ町11-1,0172-52-2111
02205,五所川原市,037-8686,青森県五所川原市字布屋町41-1,0173-35-2111
02206,十和田市,034-8615,青森県十和田市西十二番町6-1,0176-23-5111
02207,三沢市,033-8666,青森県三沢市桜町1-1-38,0176-53-5111
02208,むつ市,035-8686,青森県むつ市中央1丁目8-1,0175-22-1111
02209,つがる市,038-3192,青森県つがる市木造若緑61-1,0173-42-2111
02210,平川市,036-0104,青森県平川市柏木町藤山25-6,0172-44-1111
02301,平内町,039-3393,青森県東津軽郡平内町大字小湊字小湊63,017-755-2111
02303,今別町,030-1502,青森県東津軽郡今別町大字今別字今別167,0174-35-2001
02304,蓬田村,030-1211,青森県東津軽郡蓬田村大字蓬田字汐越1-3,0174-27-2111
02307,外ヶ浜町,030-1393,青森県東津軽郡外ヶ浜町字蟹田高銅屋44-2,0174-31-1111
02321,鰺ヶ沢町,038-2792,青森県西津軽郡鰺ヶ沢町大字舞戸町字鳴戸321番地,0173-72-2111
02323,深浦町,038-2324,青森県西津軽郡深浦町大字深浦字苗代沢84-2,0173-74-2111
02343,西目屋村,036-1492,青森県中津軽郡西目屋村大字田代字神田57,0172-85-2111
02361,藤崎町,038-3803,青森県南津軽郡藤崎町大字西豊田1-1,0172-75-3111
02362,大鰐町,038-0292,青森県南津軽郡大鰐町大字大鰐字羽黒館5-3,0172-48-2111
02367,田舎館村,038-1113,青森県南津軽郡田舎館村大字田舎館字中辻123-1,0172-58-2111
02381,板柳町,038-3692,青森県北津軽郡板柳町大字板柳字土井239-3,0172-73-2111
02384,鶴田町,038-3595,青森県北津軽郡鶴田町大字鶴田字早瀬200-1,0173-22-2111
02387,中泊町,037-0392,青森県北津軽郡中泊町大字中里字紅葉坂209,0173-57-2111
02401,野辺地町,039-3131,青森県上北郡野辺地町字野辺地123-1,0175-64-2111
02402,七戸町,039-2792,青森県上北郡七戸町字森ノ上131-4,0176-68-2111
02405,六戸町,039-2392,青森県上北郡六戸町大字犬落瀬字前谷地60,0176-55-3111
02406,横浜町,039-4145,青森県上北郡横浜町字寺下35,0175-78-2111
02408,東北町,039-2492,青森県上北郡東北町上北南4-32-484,0176-56-3111
02411,六ヶ所村,039-3212,青森県上北郡六ヶ所村大字尾駮字野附475,0175-72-2111
02412,おいらせ町,039-2192,青森県上北郡おいらせ町中下田135-2,0178-56-2111
02423,大間町,039-4692,青森県下北郡大間町大字大間字奥戸下道20-4,0175-37-2111
02424,東通村,039-4292,青森県下北郡東通村大字砂子又字沢内5-34,0175-27-2111
02425,風間浦村,039-4502,青森県下北郡風間浦村大字易国間字大川目28-5,0175-35-2111
02426,佐井村,039-4711,青森県下北郡佐井村大字佐井字糠森20,0175-38-2111
02441,三戸町,039-0198,青森県三戸郡三戸町大字在府小路町43,0179-20-1111
02442,五戸町,039-1513,青森県三戸郡五戸町字古舘21-1,0178-62-2111
02443,田子町,039-0292,青森県三戸郡田子町大字田子字天神堂平81,0179-20-7111
02445,南部町,039-0892,青森県三戸郡南部町大字平字広場28-1,0178-84-2111
02446,階上町,039-1201,青森県三戸郡階上町大字道仏字天当平1-87,0178-88-2111
02450,新郷村,039-1801,青森県三戸郡新郷村大字戸来字風呂前10,0178-78-2111
03201,盛岡市,020-8530,岩手県盛岡市内丸12-2,019-651-4111
03202,宮古市,027-8501,岩手県宮古市宮町1-1-30,0193-62-2111
03203,大船渡市,022-8501,岩手県大船渡市盛町字宇津野沢15,0192-27-3111
03205,花巻市,025-8601,岩手県花巻市花城町9-30,0198-24-2111
03206,北上市,024-8501,岩手県北上市芳町1-1,0197-64-2111
03207,久慈市,028-8030,岩手県久慈市川崎町1-1,0194-52-2111
03208,遠野市,028-0592,岩手県遠野市中央通り9-1,0198-62-2111
03209,一関市,021-8501,岩手県一関市竹山町7-2,0191-21-2111
03210,陸前高田市,029-2292,岩手県陸前高田市高田町字下和野1番地,0192-54-2111
03211,釜石市,026-8686,岩手県釜石市只越町3-9-13,0193-22-2111
03213,二戸市,028-6192,岩手県二戸市福岡字川又47,0195-23-3111
03214,八幡平市,028-7397,岩手県八幡平市野駄21-170,0195-74-2111
03215,奥州市,023-8501,岩手県奥州市水沢大手町1-1,0197-24-2111
03216,滝沢市,020-0692,岩手県滝沢市中鵜飼55,019-684-2111
03301,雫石町,020-0595,岩手県岩手郡雫石町千刈田5-1,019-692-2111
03302,葛巻町,028-5495,岩手県岩手郡葛巻町葛巻16-1-1,0195-66-2111
03303,岩手町,028-4395,岩手県岩手郡岩手町大字五日市10-44,0195-62-2111
03321,紫波町,028-3392,岩手県紫波郡紫波町紫波中央駅前2-3-1,019-672-2111
03322,矢巾町,028-3692,岩手県紫波郡矢巾町大字南矢幅第13地割123番地,019-697-2111
03366,西和賀町,029-5512,岩手県和賀郡西和賀町川尻40地割40番地71,0197-82-2111
03381,金ケ崎町,029-4592,岩手県胆沢郡金ケ崎町西根南町22-1,0197-42-2111
03402,平泉町,029-4192,岩手県西磐井郡平泉町平泉字志羅山45-2,0191-46-2111
03441,住田町,029-2396,岩手県気仙郡住田町世田米字川向88-1,0192-46-2111
03461,大槌町,028-1115,岩手県上閉伊郡大槌町上町1番3号,0193-42-2111
03482,山田町,028-1392,岩手県下閉伊郡山田町八幡町3-20,0193-82-3111
03483,岩泉町,027-0595,岩手県下閉伊郡岩泉町岩泉字惣畑59-5,0194-22-2111
03484,田野畑村,028-8407,岩手県下閉伊郡田野畑村田野畑143-1,0194-34-2111
03485,普代村,028-8392,岩手県下閉伊郡普代村第9地割字銅屋13-2,0194-35-2111
03501,軽米町,028-6302,岩手県九戸郡軽米町大字軽米10-85,0195-46-2111
03503,野田村,028-8201,岩手県九戸郡野田村大字野田第20地割14,0194-78-2111
03506,九戸村,028-6502,岩手県九戸郡九戸村大字伊保内第10地割11番地6,0195-42-2111
03507,洋野町,028-7995,岩手県九戸郡洋野町種市23-27,0194-65-2111
03524,一戸町,028-5311,岩手県二戸郡一戸町高善寺字大川鉢24-9,0195-33-2111
04100,仙台市,980-8671,宮城県仙台市青葉区国分町3-7-1,022-261-1111
04101,青葉区,980-8701,宮城県仙台市青葉区上杉1-5-1,022-225-7211
04102,宮城野区,983-8601,宮城県仙台市宮城野区五輪2-12-35,022-291-2111
04103,若林区,984-8601,宮城県仙台市若林区保春院前丁3-1,022-282-1111
04104,太白区,982-8601,宮城県仙台市太白区長町南3-1-15,022-247-1111
04105,泉区,981-3189,宮城県仙台市泉区泉中央2-1-1,022-372-3111
04202,石巻市,986-8501,宮城県石巻市穀町14-1,0225-95-1111
04203,塩竈市,985-8501,宮城県塩竈市旭町1-1,022-364-1111
04205,気仙沼市,988-8501,宮城県気仙沼市八日町1-1-1,0226-22-6600
04206,白石市,989-0292,宮城県白石市大手町1-1,0224-25-2111
04207,名取市,981-1292,宮城県名取市増田字柳田80,022-384-2111
04208,角田市,981-1592,宮城県角田市角田字大坊41,0224-63-2111
04209,多賀城市,985-8531,宮城県多賀城市中央2-1-1,022-368-1141
04211,岩沼市,989-2480,宮城県岩沼市桜1-6-20,0223-22-1111
04212,登米市,987-0511,宮城県登米市迫町佐沼字中江2-6-1,0220-22-2111
04213,栗原市,987-2293,宮城県栗原市築館薬師1-7-1,0228-22-1122
04214,東松島市,981-0503,宮城県東松島市矢本字上河戸36-1,0225-82-1111
04215,大崎市,989-6188,宮城県大崎市古川七日町1-1,0229-23-2111
04216,富谷市,981-3392,宮城県富谷市富谷坂松田30,022-358-3111
04301,蔵王町,989-0892,宮城県刈田郡蔵王町大字円田字西浦北10,0224-33-2211
04302,七ケ宿町,989-0592,宮城県刈田郡七ケ宿町字関126,0224-37-2111
04321,大河原町,989-1295,宮城県柴田郡大河原町字新南19,0224-53-2111
04322,村田町,989-1392,宮城県柴田郡村田町大字村田字迫6,0224-83-2111
04323,柴田町,989-1692,宮城県柴田郡柴田町船岡中央2-3-45,0224-55-2111
04324,川崎町,989-1592,宮城県柴田郡川崎町大字前川字裏丁175-1,0224-84-2111
04341,丸森町,981-2192,宮城県伊具郡丸森町字鳥屋120,0224-72-2111
04361,亘理町,989-2393,宮城県亘理郡亘理町字悠里1番地,0223-34-1111
04362,山元町,989-2292,宮城県亘理郡山元町浅生原字作田山32,0223-37-1111
04401,松島町,981-0215,宮城県宮城郡松島町高城字帰命院下一19-1,022-354-5701
04404,七ヶ浜町,985-8577,宮城県宮城郡七ヶ浜町東宮浜字丑谷辺5-1,022-357-2111
04406,利府町,981-0112,宮城県宮城郡利府町利府字新並松4,022-767-2111
04421,大和町,981-3680,宮城県黒川郡大和町吉岡まほろば1-1-1,022-345-1111
04422,大郷町,981-3592,宮城県黒川郡大郷町粕川字西長崎5-8,022-359-3111
04424,大衡村,981-3692,宮城県黒川郡大衡村大衡字平林62,022-345-5111
04444,色麻町,981-4122,宮城県加美郡色麻町四竃字北谷地41,0229-65-2111
04445,加美町,981-4292,宮城県加美郡加美町字西田3-5,0229-63-3111
04501,涌谷町,987-0192,宮城県遠田郡涌谷町字新町裏153-2,0229-43-2111
04505,美里町,987-8602,宮城県遠田郡美里町北浦字駒米13,0229-33-2111
04581,女川町,986-2265,宮城県牡鹿郡女川町女川1-1-1,0225-54-3131
04606,南三陸町,986-0725,宮城県本吉郡南三陸町志津川字沼田101,0226-46-2600
05201,秋田市,010-8560,秋田県秋田市山王1-1-1,018-863-2222
05202,能代市,016-8501,秋田県能代市上町1-3,0185-52-2111
05203,横手市,013-8601,秋田県横手市中央町8-2,0182-35-2111
05204,大館市,017-8555,秋田県大館市字中城20,0186-49-3111
05206,男鹿市,010-0595,秋田県男鹿市船川港船川字泉台66-1,0185-23-2111
05207,湯沢市,012-8501,秋田県湯沢市佐竹町1-1,0183-73-2111
05209,鹿角市,018-5292,秋田県鹿角市花輪字荒田4-1,0186-30-0203
05210,由利本荘市,015-8501,秋田県由利本荘市尾崎17,0184-24-3321
05211,潟上市,010-0201,秋田県潟上市天王字棒沼台226-1,018-853-5301
05212,大仙市,014-8601,秋田県大仙市大曲花園町1-1,0187-63-1111
05213,北秋田市,018-3392,秋田県北秋田市花園町19-1,0186-62-1111
05214,にかほ市,018-0192,秋田県にかほ市象潟町字浜ノ田1,0184-43-3200
05215,仙北市,014-1298,秋田県仙北市田沢湖生保内字宮ノ後30,0187-43-1111
05303,小坂町,017-0292,秋田県鹿角郡小坂町小坂字上谷地41-1,0186-29-3901
05327,上小阿仁村,018-4494,秋田県北秋田郡上小阿仁村小沢田字向川原118,0186-77-2221
05346,藤里町,018-3201,秋田県山本郡藤里町藤琴字藤琴8,0185-79-2111
05348,三種町,018-2401,秋田県山本郡三種町鵜川字岩谷子8,0185-85-2111
05349,八峰町,018-2502,秋田県山本郡八峰町峰浜目名潟字目長田118,0185-76-2111
05361,五城目町,018-1792,秋田県南秋田郡五城目町西磯ノ目1-1-1,018-852-5100
05363,八郎潟町,018-1692,秋田県南秋田郡八郎潟町字大道80,018-875-5800
05366,井川町,018-1596,秋田県南秋田郡井川町北川尻字海老沢樋ノ口78-1,018-874-4411
05368,大潟村,010-0494,秋田県南秋田郡大潟村字中央1-1,0185-45-2111
05434,美郷町,019-1541,秋田県仙北郡美郷町土崎字上野乙170-10,0187-84-1111
05463,羽後町,012-1131,秋田県雄勝郡羽後町西馬音内字中野177,0183-62-2111
05464,東成瀬村,019-0801,秋田県雄勝郡東成瀬村田子内字仙人下30-1,0182-47-3401
06201,山形市,990-8540,山形県山形市旅篭町2-3-25,023-641-1212
06202,米沢市,992-8501,山形県米沢市金池5-2-25,0238-22-5111
06203,鶴岡市,997-8601,山形県鶴岡市馬場町9-25,0235-25-2111
06204,酒田市,998-8540,山形県酒田市本町2-2-45,0234-22-5111
06205,新庄市,996-8501,山形県新庄市沖の町10-37,0233-22-2111
06206,寒河江市,991-8601,山形県寒河江市中央1-9-45,0237-86-2111
06207,上山市,999-3192,山形県上山市河崎1-1-10,023-672-1111
06208,村山市,995-8666,山形県村山市中央1-3-6,0237-55-2111
06209,長井市,993-8601,山形県長井市栄町1188番地6,0238-87-0682
06210,天童市,994-8510,山形県天童市老野森1-1-1,023-654-1111
06211,東根市,999-3795,山形県東根市中央1-1-1,0237-42-1111
06212,尾花沢市,999-4292,山形県尾花沢市若葉町1-2-3,0237-22-1111
06213,南陽市,999-2292,山形県南陽市三間通436-1,0238-40-3211
06301,山辺町,990-0392,山形県東村山郡山辺町緑ヶ丘5,023-667-1111
06302,中山町,990-0492,山形県東村山郡中山町長崎120,023-662-2111
06321,河北町,999-3511,山形県西村山郡河北町谷地戊81,0237-73-2111
06322,西川町,990-0792,山形県西村山郡西川町大字海味510,0237-74-2111
06323,朝日町,990-1442,山形県西村山郡朝日町大字宮宿1115,0237-67-2111
06324,大江町,990-1101,山形県西村山郡大江町大字左沢882-1,0237-62-2111
06341,大石田町,999-4112,山形県北村山郡大石田町緑町1,0237-35-2111
06361,金山町,999-5402,山形県最上郡金山町大字金山324-1,0233-52-2111
06362,最上町,999-6101,山形県最上郡最上町向町644,0233-43-2111
06363,舟形町,999-4601,山形県最上郡舟形町舟形263,0233-32-2111
06364,真室川町,999-5312,山形県最上郡真室川町大字新町124-4,0233-62-2111
06365,大蔵村,996-0212,山形県最上郡大蔵村大字清水2528,0233-75-2111
