"id","area","name","name_kana","category","line","station","walk","budget","hit","score"
"5057367","京都府北部","和 ","ナゴミ","カフェ","ＪＲ山陰本線（京都-米子）","馬堀駅",9,NA,1,4.5
"5057425","向日・長岡京","オープンファーム ブランチ ","オープンファームブランチ","カフェ",NA,NA,NA,840,0,NA
"5057465","八幡・京田辺","和新 ","ワシン","喫茶店","京阪本線","八幡市駅",2,NA,0,NA
"5057519","京都府北部","仲よし ","ナカヨシ","喫茶店",NA,NA,NA,NA,0,NA
"5101088","銀閣寺・北白川・出町柳","カフェS．M．C ","カフェエスエムシー","カフェ","叡山電鉄本線","出町柳駅",2,NA,0,NA
"5101090","銀閣寺・北白川・出町柳","カフェ コレクション ","カフェコレクション","カフェ","叡山電鉄本線","元田中駅",13,NA,2,3.25
"5101093","上賀茂・北山（京都）","Jazz Cafe Murra ","ジャズカフェムーラ","カフェ","叡山電鉄本線","元田中駅",5,NA,0,NA
"5101105","二条城","カフェ コロラド 二条駅前店 ","カフェコロラドニジョウエキマエテン","カフェ",NA,NA,NA,NA,0,NA
"5101108","四条河原町周辺・寺町","Greenwich House ","グリニッチハウス","カフェ",NA,NA,NA,NA,0,NA
"5101121","四条河原町周辺・寺町","ホリーズカフェ 本能寺会館店 ","ホリーズカフェホンノウジカイカンテン","カフェ","京都市営東西線","京都市役所前駅",5,NA,0,NA
"5101158","四条河原町周辺・寺町","ホリーズカフェ 四条河原町店 ","ホリーズカフェシジョウカワラマチテン","カフェ","阪急京都本線","河原町（京都府）駅",1,NA,0,NA
"5101161","吉祥院・鳥羽","アイレーネカフェ ","アイレーネカフェ","カフェ","近鉄京都線","上鳥羽口駅",12,NA,0,NA
"5101163","東寺・東福寺","Soran Berry ","ソランベリー","ドッグカフェ","近鉄京都線","東寺駅",3,NA,0,NA
"5101164","吉祥院・鳥羽","ブルームーン ","ブルームーン","カフェ","ＪＲ東海道本線（米原-神戸）","西大路駅",14,NA,0,NA
"5101169","西院","costa del sol ","コスタデルソル","カフェ","京福嵐山本線","山ノ内（京都府）駅",6,NA,0,NA
"5101172","嵯峨野・太秦","カフェ レーヴメゾン山室 ","カフェレーヴメゾンヤマムロ","カフェ","京福嵐山本線","太秦広隆寺駅",13,NA,0,NA
"5101175","伏見・醍醐","オレンジハウス ","オレンジハウス","喫茶店","京都市営烏丸線","くいな橋駅",8,NA,0,NA
"5101179","山科","トライアングル ","トライアングル","カフェ","京都市営東西線","小野（京都府）駅",2,NA,0,NA
"5101191","宇治","小川珈琲 宇治東店 ","オガワコーヒーウジヒガシテン","喫茶店","京阪宇治線","三室戸駅",8,NA,0,NA
"5101192","宇治","カフェ マンマ ","カフェマンマ","カフェ","ＪＲ奈良線","宇治（奈良線）駅",11,NA,0,NA
"5101194","宇治","らんちょす。 宇治本店 ","ランチョスウジホンテン","カフェ","近鉄京都線","向島駅",14,NA,1,5
"5101195","京都府北部","銀河の輝 ","ギンガノヒカリ","カフェ","ＪＲ山陰本線（京都-米子）","並河駅",14,NA,0,NA
"5101200","向日・長岡京","Farm&Teatime Riyon ","ファームアンドティータイムリヨン","カフェ","ＪＲ東海道本線（米原-神戸）","長岡京駅",1,NA,0,NA
"5101201","八幡・京田辺","カフェ ド コパン ","カフェドコパン","カフェ","京阪本線","橋本（京都府）駅",7,NA,0,NA
"5101203","京都府北部","sizukapapa ","シズカパパ","カフェ","京都丹後鉄道宮豊線","峰山駅",19,NA,0,NA
"5101205","京都府北部","マーキーズMCカフェ ","マーキーズエムシイカフェ","喫茶店","京都丹後鉄道宮豊線","峰山駅",19,NA,0,NA
"5101208","八幡・京田辺","ギャラリーカフェ人と木 ","ギャラリーカフェヒトトキ","カフェ","ＪＲ片町線〔学研都市線〕","西木津駅",15,NA,0,NA
"5101210","八幡・京田辺","カフェレスト遊 ","カフェレストユウ","カフェ","ＪＲ関西本線（亀山-奈良）","加茂（京都府）駅",1,NA,0,NA
"5101211","八幡・京田辺","セレン・ディピティ ","セレンディピティ","カフェ","近鉄京都線","山田川駅",18,NA,0,NA
"5110072","金閣寺・衣笠","京都伊藤コーヒー ","キョウトイトウコーヒー","喫茶店","京都市営烏丸線","北大路駅",2,NA,0,NA
"5110075","上賀茂・北山（京都）","カフェサーバードニー ","カフェサーバードニー","喫茶店","京都市営烏丸線","北山（京都府）駅",2,NA,0,NA
"5110077","金閣寺・衣笠","北山館珈琲専科 ","キタヤマカンコーヒーセンカ","喫茶店","京都市営烏丸線","北大路駅",14,NA,0,NA
"5110078","金閣寺・衣笠","珈琲工房 ","コーヒーコウボウ","喫茶店","京福北野線","北野白梅町駅",17,NA,0,NA
"5110080","金閣寺・衣笠","珈琲店まき 北山店 ","コーヒーテンマキキタヤマテン","喫茶店","京都市営烏丸線","北大路駅",12,NA,0,NA
"5110081","金閣寺・衣笠","コロラドコーヒーショップ玄琢店 ","コロラドコーヒーシヨツプゲンタクテン","カフェ","京都市営烏丸線","北大路駅",25,NA,0,NA
"5110082","金閣寺・衣笠","STARBUCKS COFFEE 北大路関西電力ビル店 ","スターバックスコーヒーキタオオジカンサイデンリョクビルテン","コーヒー","京都市営烏丸線","北大路駅",2,NA,0,NA
"5110084","金閣寺・衣笠","はしもと珈琲 ","ハシモトコーヒー","コーヒー","京都市営烏丸線","北大路駅",20,NA,0,NA
"5110085","金閣寺・衣笠","はなふさ NORTH店 ","ハナフサノーステン","喫茶店",NA,NA,NA,NA,0,NA
"5110086","京都御所・西陣","アイゼンコーヒーショップ ","アイゼンコーヒーショップ","コーヒー",NA,NA,NA,NA,0,NA
"5110088","二条城","コーヒーショップシヤトレ ","コーヒーショップシヤトレ","カフェ",NA,NA,NA,NA,0,NA
"5110091","京都御所・西陣","どりっぷコーヒー ","ドリップコーヒー","喫茶店",NA,NA,NA,NA,0,NA
"5110092","二条城","ブラジルコーヒーショップ ","ブラジルコーヒーショップ","カフェ",NA,NA,NA,NA,0,NA
"5110099","上賀茂・北山（京都）","狩人 ","カリュウド","喫茶店","叡山電鉄本線","一乗寺駅",5,NA,0,NA
"5110103","岡崎・平安神宮・南禅寺","コーヒーショップ 千 ","コーヒーショップセン","コーヒー","京都市営東西線","蹴上駅",13,NA,0,NA
"5110105","岡崎・平安神宮・南禅寺","コロラドコーヒーショップ 熊野店 ","コロラドコーヒーショップクマノテン","カフェ","京阪本線（鴨東線）","神宮丸太町駅",6,NA,0,NA
"5110108","上賀茂・北山（京都）","STARBUCKS COFFEE カナート洛北店 ","スターバックスコーヒーカナートラクホクテン","カフェ","叡山電鉄本線","茶山（京都府）駅",9,NA,1,4.5
"5110109","岡崎・平安神宮・南禅寺","DOUTORコーヒーショップ エッソ天王町店 ","ドトールコーヒーショップエッソテンノウチョウテン","カフェ","京都市営東西線","蹴上駅",15,NA,0,NA
"5110110","岡崎・平安神宮・南禅寺","はなふさ EAST店 ","ハナフサイーストテン","カフェ","京都市営東西線","蹴上駅",15,NA,0,NA
"5110113","上賀茂・北山（京都）","ヤマシタ コーヒー ","ヤマシタコーヒー","カフェ","叡山電鉄本線","一乗寺駅",5,NA,0,NA
"5110118","四条河原町周辺・寺町","インパルス ","インパルス","カフェ",NA,NA,NA,NA,0,NA
"5110119","四条河原町周辺・寺町","エクセルシオール カフェ 四条河原町店 ","エクセルシオールカフェシジョウカワラマチテン","コーヒー",NA,NA,NA,NA,0,NA
"5110120","四条河原町周辺・寺町","回廊 ","カイロウ","喫茶店",NA,NA,NA,NA,0,NA
"5110122","四条河原町周辺・寺町","Cafe Lucca ","カフェルッカ","喫茶店",NA,NA,NA,NA,0,NA
"5110126","二条城","喫茶 アーク ","キッサアーク","カフェ","ＪＲ山陰本線（京都-米子）","円町駅",4,NA,0,NA
"5110132","四条烏丸・烏丸御池","STARBUCKS COFFEE 京都三条烏丸ビル店 ","スターバックスコーヒーキョウトサンジョウカラスマルビルテン","コーヒー",NA,NA,NA,NA,0,NA
"5110133","四条河原町周辺・寺町","STARBUCKS COFFEE 京都新京極店 ","スターバックスコーヒーキョウトシンキョウゴクテン","カフェ",NA,NA,NA,NA,0,NA
"5110137","京都御所・西陣","デコイ（DECOY） ","デコイ","喫茶店","京都市営東西線","京都市役所前駅",5,NA,0,NA
"5110138","四条河原町周辺・寺町","DOUTORコーヒーショップ 京都新京極三条店 ","ドトールコーヒーショップキョウトシンキョウゴクサンジョウテン","コーヒー",NA,NA,NA,NA,0,NA
"5110139","四条烏丸・烏丸御池","DOUTOR コーヒーショップ 四条烏丸店 ","ドトールコーヒーショップシジョウカラスマテン","カフェ",NA,NA,NA,NA,0,NA
"5110141","西院","ブルーマウンテン 西院店 ","ブルーマウンテンサイインテン","コーヒー","京福嵐山本線","西院（京福本線）駅",2,NA,0,NA
"5110144","四条烏丸・烏丸御池","マエダコーヒー本店 ","マエダコーヒーホンテン","喫茶店","阪急京都線","烏丸駅",4,500,1,3.5
"5110146","七条・丹波口","Windy ","ウインディー","コーヒー","京阪本線","清水五条駅",2,NA,0,NA
"5110149","祇園","コーヒーショップ マルヤマ ","コーヒーショップマルヤマ","カフェ",NA,NA,NA,NA,0,NA
"5110151","祇園","ロイヤル ","ロイヤル","喫茶店","京都市営東西線","東山（京都府）駅",2,NA,0,NA
"5110160","七条・丹波口","コロラドコーヒーショップ 西七条店 ","コロラドコーヒーショップニシナナジョウテン","カフェ",NA,NA,NA,NA,0,NA
"5110161","四条烏丸・烏丸御池","STARBUCKS COFFEE からすま京都ホテル店 ","スターバックスコーヒーカラスマキョウトホテルテン","コーヒー","京都市営烏丸線","四条（京都市営）駅",1,NA,0,NA
"5110162","四条烏丸・烏丸御池","STARBUCKS COFFEE 京都四条通ヤサカビル店 ","スターバックスコーヒーキョウトシジョウドウリヤサカビルテン","コーヒー","阪急京都本線","烏丸駅",2,NA,0,NA
"5110163","京都駅","STARBUCKS COFFEE 京都タワー店 ","スターバックスコーヒーキョウトタワーテン","コーヒー","京都市営烏丸線","京都駅",1,NA,0,NA
"5110164","京都駅","スターバックスコーヒー 京都Porta ウエスト店 ","スターバックスコーヒーキョウトポルタウエストテン","カフェ",NA,NA,NA,NA,0,NA
"5110165","七条・丹波口","STARBUCKS COFFEE 京都リサーチパーク店 ","スターバックスコーヒーキョウトリサーチパークテン","カフェ","ＪＲ山陰本線（京都-米子）","丹波口駅",5,NA,0,NA
"5110166","四条烏丸・烏丸御池","高木珈琲 烏丸店 ","タカギコーヒーカラスマテン","コーヒー",NA,NA,NA,NA,0,NA
"5110167","四条烏丸・烏丸御池","タカギコーヒー 本店 ","タカギコーヒーホンテン","喫茶店",NA,NA,NA,NA,1,3
"5110168","四条大宮","TULLY’S COFFEE 四条大宮店 ","タリーズコーヒーシジョウオオミヤテン","コーヒー","阪急京都本線","大宮（京都府）駅",1,NA,0,NA
"5110169","吉祥院・鳥羽","コーヒーショップJ ","コーヒーショップジェイ","カフェ","阪急京都本線","西向日駅",23,NA,0,NA
"5110170","吉祥院・鳥羽","コーヒー専門店OLD BEANS ","コーヒーセンモンテンオールドビーンズ","コーヒー","ＪＲ東海道本線（米原-神戸）","桂川（京都府）駅",19,NA,2,3
"5110173","東寺・東福寺","コロラドコーヒーショップ 東寺店 ","コロラドコーヒーショップトウジテン","カフェ","近鉄京都線","東寺駅",3,NA,0,NA
"5110175","東寺・東福寺","NISHIMURA ","ニシムラ","カフェ","近鉄京都線","十条（近鉄線）駅",15,NA,0,NA
"5110176","吉祥院・鳥羽","ぽるた ","ポルタ","カフェ","ＪＲ東海道本線（米原-神戸）","西大路駅",18,NA,0,NA
"5110178","吉祥院・鳥羽","リッチ ","リッチ","喫茶店","ＪＲ東海道本線（米原-神戸）","桂川（京都府）駅",23,NA,0,NA
"5110180","嵯峨野・太秦","ケント ","ケント","カフェ","京都市営東西線","太秦天神川駅",6,NA,0,NA
"5110185","嵯峨野・太秦","サバーブ ","サバーブ","コーヒー","京福北野線","宇多野駅",9,NA,0,NA
"5110188","西院","スターバックスコーヒー イオンモール京都五条店 ","スターバックスコーヒーイオンモールキョウトゴジョウテン","カフェ","阪急京都本線","西院（阪急線）駅",12,NA,0,NA
"5110190","桂・西京極","タナカコーヒー ","タナカコーヒー","コーヒー","阪急京都本線","西京極駅",12,NA,0,NA
"5110191","嵐山","ヒロセ ","ヒロセ","カフェ","京福嵐山本線","嵐電嵯峨駅",1,NA,0,NA
"5110192","西院","小川珈琲 葛野大路店 ","オガワコーヒーカドノオオジテン","コーヒー","阪急京都本線","西京極駅",12,NA,0,NA
"5110194","伏見・醍醐","イトーコーヒー ","イトーコーヒー","カフェ","京阪宇治線","観月橋駅",9,NA,0,NA
"5110206","伏見・醍醐","Petit Madame Cafe ","プチマダムカフェ","カフェ","京阪本線","淀駅",2,NA,0,NA
"5110211","山科","あらき ","アラキ","喫茶店","京都市営東西線","御陵駅",14,NA,0,NA
"5110213","山科","珈琲専門店 オクムラ ","コーヒーセンモンテンオクムラ","喫茶店","京都市営東西線","山科駅",1,NA,0,NA
"5110214","山科","コーヒーショップ るるぶ ","コーヒーショップルルブ","カフェ","京都市営東西線","御陵駅",14,NA,0,NA
"5110215","山科","STARBUCKS COFFEE 山科駅前店 ","スターバックスコーヒーヤマシナエキマエテン","カフェ","ＪＲ東海道本線（米原-神戸）","山科駅",1,NA,0,NA
"5110218","桂・西京極","オカザキ コーヒー ","オカザキコーヒー","コーヒー","阪急嵐山線","上桂駅",1,NA,0,NA
"5110219","桂・西京極","小川珈琲 洛西店 ","オガワコーヒーラクサイテン","カフェ",NA,NA,NA,NA,0,NA
"5110228","宇治","岡田珈琲神明店 ","オカダコオヒイシンメイテン","喫茶店","近鉄京都線","伊勢田駅",13,NA,0,NA
"5110231","宇治","ホリーズカフェ ベルファ宇治店 ","ホリーズカフェベルファウジテン","カフェ","近鉄京都線","向島駅",17,NA,1,3.5
"5110233","宇治","モンパルナス ","モンパルナス","カフェ","ＪＲ奈良線","宇治（奈良線）駅",20,NA,0,NA
"5110235","京都府北部","コーヒーハウスホアンカン橋立店 ","コーヒーハウスホアンカンハシダテテン","コーヒー","京都丹後鉄道宮豊線","天橋立駅",9,NA,0,NA
"5110236","京都府北部","ホアンカン 宮津店 ","ホアンカンミヤヅテン","カフェ","京都丹後鉄道宮福線","宮津駅",2,NA,0,NA
"5110238","京都府北部","CoffeeHouse微利軒 ","コーヒーハウスビリケン","カフェ","ＪＲ山陰本線（京都-米子）","亀岡駅",3,NA,0,NA
"5110242","向日・長岡京","コロラドコーヒーショップ  マサヒロ店 ","コロラドコーヒーショップマサヒロテン","カフェ","阪急京都本線","長岡天神駅",14,NA,0,NA
"5110243","向日・長岡京","ドトールコーヒーショップ 長岡天神店 ","ドトールコーヒーショップナガオカテンジンテン","カフェ","阪急京都本線","長岡天神駅",1,NA,0,NA
"5110244","向日・長岡京","秤屋 ","ハカリヤ","カフェ","阪急京都本線","西山天王山駅",8,NA,0,NA
"5110252","京都府北部","TON ","トン","コーヒー","京都丹後鉄道宮豊線","峰山駅",16,NA,0,NA
"5110258","八幡・京田辺","ドトールコーヒーショップ アピタタウンけいはんな店 ","ドトールコーヒーショップアピタタウンケイハンナテン","コーヒー",NA,NA,NA,NA,0,NA
"5112655","向日・長岡京","Primrose ","プリムロオズ","喫茶店","阪急京都本線","大山崎駅",6,NA,0,NA
"5174824","京都府北部","螢 ","ホタル","喫茶店",NA,NA,NA,NA,0,NA
"5208439","京都府北部","道の駅 シルクのまち かや ","ミチノエキシルクノマチカヤ","喫茶店",NA,NA,NA,NA,0,NA
"5240072","金閣寺・衣笠","紙屋 cafe ","カミヤカフェ","カフェ",NA,NA,NA,NA,0,NA
"5261886","宇治","バロン ","バロン","カフェ","近鉄京都線","小倉（京都府）駅",6,NA,0,NA
"5261968","京都府北部","タカジン ","タカジン","喫茶店","京都丹後鉄道宮豊線","かぶと山駅",24,NA,0,NA
"5295773","嵐山","団五郎 ","ダンゴロウ","スイーツ","嵯峨野観光鉄道","トロッコ嵐山駅",6,NA,0,NA
"5312241","京都府北部","喫茶 まほろば ","キッサマホロバ","喫茶店","京都丹後鉄道宮福線","福知山駅",5,NA,0,NA
"5450433","金閣寺・衣笠","mister Donut 北大路ビブレ ショップ ","ミスタードーナツキタオオジビブレショップ","スイーツ","京都市営烏丸線","北大路駅",2,NA,0,NA
"5450441","京都御所・西陣","mister Donut 出町ショップ ","ミスタードーナツデマチショップ","スイーツ",NA,NA,NA,NA,0,NA
"5450452","上賀茂・北山（京都）","mister Donut 高野 ショップ ","ミスタードーナツタカノショップ","スイーツ","叡山電鉄本線","茶山（京都府）駅",7,NA,0,NA
"5450507","京都駅","ミスタードーナツ 近鉄京都 ショップ ","ミスタードーナツキンテツキョウトショップ","スイーツ","近鉄京都線","京都駅",1,NA,0,NA
"5450508","吉祥院・鳥羽","mister Donut イオン洛南ショップ ","ミスタードーナツイオンラクナンショップ","スイーツ",NA,NA,NA,NA,0,NA
"5450524","嵯峨野・太秦","mister Donut グルメシティ嵯峨 ショップ ","ミスタードーナツグルメシティサガショップ","スイーツ","ＪＲ山陰本線（京都-米子）","嵯峨嵐山駅",4,NA,0,NA
"5450525","西院","mister Donut イオンモール京都五条ショップ ","ミスタードーナツイオンモールキョウトゴジョウショップ","スイーツ","阪急京都本線","西院（阪急線）駅",12,NA,0,NA
"5450543","伏見・醍醐","mister Donut 伏見大手筋 ショップ ","ミスタードーナツフシミオオテスジショップ","スイーツ",NA,NA,NA,NA,0,NA
"5450544","伏見・醍醐","mister Donut 伏見 ショップ ","ミスタードーナツフシミショップ","スイーツ","近鉄京都線","伏見（京都府）駅",3,NA,0,NA
"5450545","伏見・醍醐","mister Donut 桃山 ショップ ","ミスタードーナツモモヤマショップ","スイーツ","京都市営東西線","六地蔵（奈良線・京都市営）駅",9,NA,1,3
"5450559","山科","mister Donut JR山科駅前 ショップ ","ミスタードーナツジェイアールヤマシナエキマエショップ","スイーツ","ＪＲ東海道本線（米原-神戸）","山科駅",1,NA,1,3
"5450581","京都府北部","ミスタードーナツ JR福知山 ショップ ","ミスタードーナツジェイアールフクチヤマショップ","カフェ",NA,NA,NA,NA,0,NA
"5450612","京都府北部","ミスタードーナツ 亀岡駅前 ショップ ","ミスタードーナツカメオカエキマエショップ","スイーツ","ＪＲ山陰本線（京都-米子）","亀岡駅",2,NA,1,3.5
"5450616","宇治","ミスタードーナツ イズミヤ大久保 ショップ ","ミスタードーナツイズミヤオオクボショップ","スイーツ","近鉄京都線","久津川駅",8,NA,0,NA
"5450624","向日・長岡京","ミスタードーナツ イズミヤ長岡 ショップ ","ミスタードーナツイズミヤナガオカショップ","スイーツ","阪急京都本線","長岡天神駅",3,NA,0,NA
"5450632","八幡・京田辺","ミスタードーナツ イズミヤ八幡 ショップ ","ミスタードーナツイズミヤヤワタショップ","スイーツ",NA,NA,NA,NA,0,NA
"5450638","八幡・京田辺","ミスタードーナツ アルプラザ京田辺 ショップ ","ミスタードーナツアルプラザキョウタナベショップ","スイーツ","ＪＲ片町線〔学研都市線〕","京田辺駅",2,NA,0,NA
"5450650","京都府北部","ミスタードーナツ 丹波の里 ショップ ","ミスタードーナツタンバノサトショップ","スイーツ",NA,NA,NA,NA,0,NA
"5450652","京都府北部","ポッペ ","ポッペ","カフェ",NA,NA,NA,NA,0,NA
"5534721","大原・鞍馬・貴船","さわだ ","サワダ","喫茶店",NA,NA,NA,NA,0,NA
"5534738","銀閣寺・北白川・出町柳","DONQ 北白川店 ","ドンクキタシラカワテン","サンドイッチ・パン屋","叡山電鉄本線","茶山（京都府）駅",12,NA,0,NA
"5534757","岡崎・平安神宮・南禅寺","KAMPO MUSEUM CAFE Le Foujita ","カンポミュージアムカフェルフジタ","カフェ","京都市営東西線","東山（京都府）駅",13,NA,0,NA
"5534978","西院","ル ヴァン ","ルヴァン","カフェ","阪急京都本線","西院（阪急線）駅",2,NA,0,NA
"5535100","京都府北部","レノン ","レノン","喫茶店","京都丹後鉄道宮舞線","西舞鶴駅",18,NA,0,NA
"5547963","西院","caffellatte ","カフェラッテ","カフェ","阪急京都本線","西院（阪急線）駅",6,NA,0,NA
"5604340","上賀茂・北山（京都）","cafe chocolat 北山店 ","カフェショコラキタヤマテン","カフェ","京都市営烏丸線","北山（京都府）駅",11,NA,0,NA
"5604458","八幡・京田辺","スターバックスコーヒー 松井山手店 ","スターバックスコーヒーマツイヤマテテン","コーヒー","ＪＲ片町線〔学研都市線〕","松井山手駅",2,NA,0,NA
"5614169","宇治","さくら咲カフェ ","サクラサキカフェ","カフェ","京阪宇治線","宇治（京阪線）駅",6,NA,0,NA
